Keys,Values
Tên TCPH:,"
Công ty cổ phần Spiral Galaxy
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Spiral Galaxy
Mã chứng khoán:,SPI
Mã ISIN:,VN000000SPI7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 14/2012/GCNCP-VSD do VSD cấp lần đầu ngày 10/07/2012, Số 14/2012/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 02/07/2021"
Tổng số chứng khoán đăng ký:,16.815.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,168.150.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
