Keys,Values
Tên TCPH:,"
CTCP Tư vấn Xây dựng Điện 3
"
Tên chứng khoán:,Cổ phiếu CTCP Tư Vấn Xây dựng Điện 3
Mã chứng khoán:,TV3
Mã ISIN:,VN000000TV30
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 83/2009/GCNCP-TTLK do TTLKCK Việt Nam cấp ngày 10/11/2009, số 83/2009/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 06/03/2018"
Tổng số chứng khoán đăng ký:,8.276.080 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,82.760.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
