Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư xây dựng và kỹ thuật 29
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư xây dựng và kỹ thuật 29
Mã chứng khoán:,E29
Mã ISIN:,VN000000E297
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 35/2019/GCNCP-VSD do VSD cấp ngày 15/08/2019
Tổng số chứng khoán đăng ký:,5.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,50.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
