Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Vinacontrol
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Vinacontrol
Mã chứng khoán:,VNC
Mã ISIN:,VN000000VNC9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 49/2006/GCNCP-VSD do VSD cấp lần đầu ngày 19/12/2006, số 49/2006/GCNCP-VSD-3 cấp lại lần 3 ngày 24/06/2013"
Tổng số chứng khoán đăng ký:,10.499.955 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,104.999.550.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
