Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán Stanley Brothers
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chứng khoán Stanley Brothers
Mã chứng khoán:,VUA
Mã ISIN:,VN000000VUA8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 01/2022/GCNCP-VSD do VSD cấp lần đầu ngày 06/01/2021
Tổng số chứng khoán đăng ký:,33.900.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,339.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
