Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Sông Hồng Thủ đô
"
Tên chứng khoán:,Trái phiếu CTCP Tập đoàn Sông Hồng Thủ  đô năm 2019
Mã chứng khoán:,SHT119008
Mã ISIN:,VNSHT1190082
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số:  51/2020/GCNTP-VSD do VSD cấp lần đầu ngày 21/12/2020; Số:  51/2020/GCNTP-VSD-1 cấp thay đổi lần 01 ngày 25/03/2022
Tổng số chứng khoán đăng ký:,25 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,2.500.000.000 đồng
Hình thức phát hành:,Ghi sổ
Lãi suất:,"+ Lãi suất áp dụng tại ngày phát hành là: 10,5%/năm;
+ Mức lãi suất áp dụng cho mỗi kỳ tính lãi tiếp theo sẽ bằng tổng của biên độ 3,7%/năm và lãi suất tiền gửi tiết kiệm cá nhân kỳ hạn 24 tháng bằng đồng Việt Nam trả lãi sau của Ngân hàng TMCP Quân đội - Chi nhánh Vĩnh Phúc tại ngày xác định lãi suất;
+ Mức lãi suất cho các kỳ tính lãi tiếp theo của trái phiếu được điều chỉnh định kỳ 03 tháng/lần."
Cách thức trả lãi:,"Tiền lãi trái phiếu của mỗi kỳ tính lãi sẽ được thanh toán sau, định kỳ 03 tháng/lần vào các ngày tròn 03 tháng kể từ ngày phát hành/ngày trả lãi gần nhất theo Hợp đồng đặt mua trái phiếu."
Kỳ hạn:,05 năm
Ngày phát hành:,30/01/2019
Ngày đáo hạn:,30/01/2024
Nơi quản lý tại VSD:,Trụ sở chính
