Keys,Values
Tên TCPH:,"
Công ty cổ phần Phát triển nhà và Sản xuát vật liệu xây dựng Chí linh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phát triển nhà và Sản xuát vật liệu xây dựng Chí linh
Mã chứng khoán:,MCL
Mã ISIN:,VN000000MCL2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 286/2010/GCNCP-VSD do VSD cấp ngày 06/12/2010
Tổng số chứng khoán đăng ký:,2.220.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,22.200.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
