Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Việt Nam Thương Tín
"
Tên chứng khoán:,Cổ phiếu Ngân hàng Thương mại cổ phần Việt Nam Thương Tín
Mã chứng khoán:,VBB
Mã ISIN:,VN000000VBB6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 34/2018/GCNCP-VSD do VSD cấp lần đầu ngày 31/05/2018,  Số: 34/2018/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 06/07/2021"
Tổng số chứng khoán đăng ký:,477.682.669 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,4.776.826.690.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
