Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán DSC
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Chứng khoán DSC
Mã chứng khoán:,DSC
Mã ISIN:,VN000000DSC6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 228/2017/GCNCP-VSD do VSD cấp ngày 20/12/2017; Số: 228/2017/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 14/10/2021
Tổng số chứng khoán đăng ký:,100.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
