Keys,Values
Tên TCPH:,"
Công ty CP Công nghiệp cao su Miền Nam
"
Tên chứng khoán:,Cổ phiếu CTCP Công nghiệp cao su Miền Nam
Mã chứng khoán:,CSM
Mã ISIN:,VN000000CSM7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 054/2009/GCNCP-VSD do TTLKCK Việt Nam cấp lần đầu ngày 03/08/2009, và số 54/2009/GCNCP-VSD-7 cấp thay đổi lần 7 ngày 02/08/2016"
Tổng số chứng khoán đăng ký:,103.626.467 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.036.264.670.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
