Keys,Values
Tên TCPH:,"
Ủy ban nhân dân thành phố  Hải Phòng
"
Tên chứng khoán:,Trái phiếu Chính quyền địa phương Thành phố Hải Phòng năm 2015
Mã chứng khoán:,HPGB15314
Mã ISIN:,VNHPGB153145
Loại chứng khoán:,Trái phiếu Chính quyền địa phương
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,Trái phiếu chuyên biệt
Giấy chứng nhận ĐKCK:," Số 58/2015/GCNTP-VSD do VSD cấp ngày 23/10/2015 					
"
Tổng số chứng khoán đăng ký:,5.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành
Lãi suất:,"7.5%/năm
"
Cách thức trả lãi:,Tiền gốc trái phiếu được thanh toán 1 lần khi đến hạn; tiền lãi trái phiếu được thanh toán định kỳ hàng năm vào ngày 05/08 kể từ năm 2016 đến năm đáo hạn.						
Kỳ hạn:,5 năm
Ngày phát hành:,05/08/2015
Ngày đáo hạn:,05/08/2020
Nơi quản lý tại VSD:,Trụ sở chính
