Keys,Values
Tên TCPH:,"
Công ty cổ phần Dệt May Huế
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dệt May Huế
Mã chứng khoán:,HDM
Mã ISIN:,VN000000HDM8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 123/2009/GCNCP-VSD do VSD cấp lần đầu ngày 28/12/2009, Số 123/2009/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 26/01/2022"
Tổng số chứng khoán đăng ký:,10.500.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,105.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
