Keys,Values
Tên TCPH:,"
Công ty cổ phần Hàng không VIETJET
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Hàng không VIETJET
Mã chứng khoán:,VJC
Mã ISIN:,VN000000VJC7
Loại chứng khoán:, Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 35/2017/GCNCP-VSD do VSD cấp lần đầu ngày 24/01/2017, số 35/2017/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 25/07/2018"
Tổng số chứng khoán đăng ký:,541.611.334 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,5.416.113.340.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
