Keys,Values
Tên TCPH:,"
Công ty Cổ phần Tập đoàn Danh Khôi
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Tập đoàn Danh Khôi
Mã chứng khoán:,NRC
Mã ISIN:,VN000000NRC7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 224/2017/GCNCP-VSD do VSD cấp lần đầu ngày 11/12/2017, số 224/2017/GCNCP-VSD-9 cấp thay đổi lần 9 ngày 09/03/2022"
Tổng số chứng khoán đăng ký:,88.188.686 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,881.886.860.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
