Keys,Values
Tên TCPH:,"
Công ty cổ phần Khang Minh Group
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khang Minh Group
Mã chứng khoán:,GKM
Mã ISIN:,VN000000GKM5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số: 85/2016/GCNCP-VSD do VSD cấp ngày 22/08/2016, Số: 85/2016/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 08/11/2021"
Tổng số chứng khoán đăng ký:,23.813.900 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,238.139.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
