Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Nam Á
"
Tên chứng khoán:,Cổ phiếu Ngân hàng Thương mại cổ phần Nam Á
Mã chứng khoán:,NAB
Mã ISIN:,VN000000NAB5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 57/2020/GCNCP-VSD do VSD cấp lần đầu ngày 07/09/2020, số 57/2020/GCNCP-VSD-3 cấp thay đổi lần 03 ngày 30/03/2022"
Tổng số chứng khoán đăng ký:,656.440.504 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,6.564.405.040.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
