Keys,Values
Tên TCPH:,"
Công ty cổ phần Dịch vụ Trực tuyến FPT
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Dịch vụ Trực tuyến FPT
Mã chứng khoán:,FOC
Mã ISIN:,VN000000FOC0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 92/2018/GCNCP-VSD do VSD cấp ngày 31/10/2018, số 92/2018/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 29/06/2020"
Tổng số chứng khoán đăng ký:,18.471.275 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,184.712.750.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
