Keys,Values
Tên TCPH:,"
Công ty cổ phần Chứng khoán MB
"
Tên chứng quyền:,Chứng quyền CGMD03MBS19CE
Mã chứng quyền:,CGMD1901
Mã ISIN:,VN0CGMD19012
Mã chứng khoán cơ sở:,GMD
Tổ chức phát hành mã chứng khoán cơ sở:,Công ty cổ phần Gemadept
Loại chứng quyền:,Mua
Kiểu thực hiện:,Kiểu châu Âu
Phương thức thực hiện chứng quyền:,Bằng tiền
Thời hạn:,06 tháng
Ngày đáo hạn:,28/04/2020
Tỷ lệ chuyển đổi:,"2,8327:1"
Giá thực hiện:,"24.927,881  đồng"
Giá phát hành lần đầu:,1.680  đồng/chứng quyền
Sàn giao dịch:,HOSE
Giấy chứng nhận đăng ký chứng quyền:,"Số:   50/2019/GCNCW-VSD do VSD cấp ngày 11/11/2019,  số 50/2019/GCNCW-VSD-1 do VSD cấp ngày 12/02/2020"
Số lượng chứng quyền đăng ký lần đầu tại VSD:,1.500.000 Chứng quyền
Giá trị chứng quyền đăng ký lần đầu tại VSD theo giá phát hành:,2.520.000.000 đồng
Tổng số chứng quyền đăng ký tại VSD:,1.200.000 chứng quyền
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
