Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh
"
Tên chứng khoán:,Trái phiếu CIIB2124002
Mã chứng khoán:,CII121029
Mã ISIN:,VNCII1210299
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số: 48/2021/GCNTP-VSD do VSD cấp lần đầu ngày 17/11/2021
Tổng số chứng khoán đăng ký:,5.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức phát hành:,Trái phiếu được phát hành ra công chúng theo phương thức bảo lãnh phát hành
Lãi suất:,"9,5%/năm trong suốt kỳ hạn trái phiếu"
Cách thức trả lãi:,Thanh toán định kỳ 03 tháng/lần bằng hình thức chuyển khoản.
Kỳ hạn:,36 tháng
Ngày phát hành:,21/10/2021
Ngày đáo hạn:,21/10/2024
Nơi quản lý tại VSD:,Chi nhánh
