Keys,Values
Tên TCPH:,"
Công ty cổ phần VT Vạn Xuân
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần VT Vạn Xuân
Mã chứng khoán:,VAT
Mã ISIN:,VN000000VAT0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 268/2010/GCNCP-VSD do VSD cấp lần đầu ngày 05/11/2010, Số 268/2010/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 22/01/2018"
Tổng số chứng khoán đăng ký:,4.612.953 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,46.129.530.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
