Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Sao Mai
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Sao Mai
Mã chứng khoán:,ASM
Mã ISIN:,VN000000ASM1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 122/2009/GCNCP-CNVSD do VSD cấp lần đầu ngày 16/12/2009, Số 122/2009/GCNCP-VSD-10 cấp thay đổi lần thứ 10 ngày 25/02/2022"
Tổng số chứng khoán đăng ký:,336.526.752 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,3.365.267.520.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
