Keys,Values
Tên TCPH:,"
Công ty cổ phần Phát triển Hàng Hải
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Phát triển Hàng hải
Mã chứng khoán:,VMS
Mã ISIN:,VN000000VMS7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 255/2010/GCNCP-VSD do VSD cấp lần đầu ngày 26/10/2010, Số 255/2010/GCNCP-VSD-1 cấp thay đổi lần 1 ngày 02/2/2015"
Tổng số chứng khoán đăng ký:,9.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,90.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
