Keys,Values
Tên TCPH:,"
Công ty cổ phần Đường Kon Tum
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đường Kon Tum
Mã chứng khoán:,KTS
Mã ISIN:,VN000000KTS5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 289/2010/GCNCP–VSD-2 do TTLKCK VN cấp lần đầu ngày 24/12/2010 và cấp thay đổi lần thứ 2 ngày 26/02/2013
Tổng số chứng khoán đăng ký:,5.070.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,50.700.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
