Keys,Values
Tên TCPH:,"
CTCP Đầu tư xây dựng và Khai thác công trình giao thông 584
"
Tên chứng khoán:,Cổ phiếu CTCP Đầu tư xây dựng và Khai thác công trình giao thông 584
Mã chứng khoán:,NTB
Mã ISIN:,VN000000NTB5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 67/2010/GCNCP-CNVSD-1 do TTLKCK Việt Nam cấp lần đầu ngày 10/05/2010 và cấp thay đổi lần 1 ngày 16/07/2012
Tổng số chứng khoán đăng ký:,39.779.577 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,397.795.770.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
