Keys,Values
Tên TCPH:,"
CTCP Đầu tư Địa ốc Khang An
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Địa ốc Khang An
Mã chứng khoán:,KAC
Mã ISIN:,VN000000KAC9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 232/2010/GCNCP-VSD do VSD cấp ngày 24/09/2010, số 232/2010/GCNCP-VSD-1, cấp thay đổi lần thứ 1 ngày 05/1/2015"
Tổng số chứng khoán đăng ký:,23.999.999 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,239.999.990.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
