Keys,Values
Tên TCPH:,"
Công ty Cổ phần Vicem Thạch cao Xi măng
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Vicem Thạch cao Xi măng
Mã chứng khoán:,TXM
Mã ISIN:,VN000000TXM1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 21/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 06/12/2006, số 21/2006/GCNCP-TTLK-1 cấp thay đổi lần 1 ngày 10/04/2008"
Tổng số chứng khoán đăng ký:,7.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,70.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
