Keys,Values
Tên TCPH:,"
Công ty cổ phần Louis Capital
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Louis Capital
Mã chứng khoán:,TGG
Mã ISIN:,VN000000TGG8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 27/2018/GCNCP-VSD do VSD cấp ngày 04/05/2018, số 27/2018/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 05/08/2021"
Tổng số chứng khoán đăng ký:,27.299.990 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,272.999.900.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
