Keys,Values
Tên TCPH:,"
Công ty cổ phần Địa ốc Sacom
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Địa ốc Sacom
Mã chứng khoán:,SLD
Mã ISIN:,VN000000SLD7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,"số 11/2018/GCNCP-VSD do VSD cấp ngày 02/03/2018, Số: 11/2018/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 29/12/2021"
Tổng số chứng khoán đăng ký:,78.573.095 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,785.730.950.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
