Keys,Values
Tên TCPH:,"
Công ty cổ phần Hoàng Anh Gia Lai
"
Tên chứng khoán:,Cổ phiếu công ty cổ phần Hoàng Anh Gia Lai
Mã chứng khoán:,HAG
Mã ISIN:,VN000000HAG6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 113/2008/GCNCP-CNVSD do VSD cấp lần đầu ngày 11/12/2008, số 113/2008/GCNCP-VSD-9 cấp thay đổi lần 9 ngày 11/08/2017"
Tổng số chứng khoán đăng ký:,927.467.947 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,9.274.679.470.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
