Keys,Values
Tên TCPH:,"
Công ty cổ phần CENCON Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần CENCON Việt Nam
Mã chứng khoán:,CEN
Mã ISIN:,VN000000CEN5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 38/2018/GCNCP-VSD do VSD cấp ngày 04/06/2018; số 38/2018/GCNCP-VSD-2 cấp thay đổi lần 02 ngày 28/09/2021
Tổng số chứng khoán đăng ký:,11.427.600 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,114.276.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
