Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại và Dịch vụ Cần Giờ
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thương mại và Dịch vụ Cần Giờ
Mã chứng khoán:,CGC
Mã ISIN:,VN000000CGC3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 70/2019/GCNCP-VSD do VSD cấp lần đầu ngày 30/12/2019, số 70/2019/GCNCP-VSD-1 thay đổi lần thứ nhất ngày 31/7/2020"
Tổng số chứng khoán đăng ký:,9.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,90.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
