Keys,Values
Tên TCPH:,"
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu Ngân hàng Thương mại cổ phần Đầu tư và Phát triển Việt Nam phát hành ra công chúng theo phương thức bảo lãnh phát hành năm 2021
Mã chứng khoán:,BID121027
Mã ISIN:,VNBID1210276
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số:  50/2021/GCNTP-VSD do VSD cấp lần đầu ngày 22/11/2021
Tổng số chứng khoán đăng ký:,12.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.200.000.000.000 đồng
Hình thức phát hành:,Bảo lãnh phát hành
Lãi suất:,"Lãi suất của trái phiếu là lãi suất thả nổi, được tính theo tỷ lệ  %/năm (lãi suất năm) và được xác định theo công thức sau:

Lãi suất = Lãi suất tham chiếu + biên độ 0,9%/năm"
Cách thức trả lãi:,Trả định kỳ 1 năm /lần
Kỳ hạn:,08 năm
Ngày phát hành:,28/10/2021
Ngày đáo hạn:,28/10/2029
Nơi quản lý tại VSD:,Trụ sở chính
