Keys,Values
Tên TCPH:,"
Tổng Công ty cổ phần Đầu tư  Quốc tế Viettel
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty cổ phần Đầu tư Quốc tế Viettel
Mã chứng khoán:,VGI
Mã ISIN:,VN000000VGI0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"số 78/2018/GCNCP-VSD do VSD cấp lần đầu ngày 13/09/2018, Số: 78/2018/GCNCP-VSD -1 cấp thay đổi lần 1 ngày 27/12/2018"
Tổng số chứng khoán đăng ký:,3.043.811.200 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.438.112.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
