Keys,Values
Tên TCPH:,"
Công ty cổ phần Môi trường Đô thị Thanh Trì
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Môi trường Đô thị Thanh Trì
Mã chứng khoán:,UTT
Mã ISIN:,VN000000UTT2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số:   70/2020/GCNCP-VSD do VSD cấp lần đầu ngày 18/11/2020
Tổng số chứng khoán đăng ký:,3.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
