Keys,Values
Tên TCPH:,"
Công ty Cổ phần Thép Pomina
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Thép Pomina
Mã chứng khoán:,POM
Mã ISIN:,VN000000POM8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 51/2010/GCNCP-CNVSD do VSD Việt Nam cấp lần đầu ngày 06/04/2010, số 51/2010/GCNCP-CNVSD-3 cấp thay đổi lần 3 ngày 14/02/2020"
Tổng số chứng khoán đăng ký:,279.676.336 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,2.796.763.360.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
