Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Bắc Á
"
Tên chứng khoán:,Cổ phiếu Ngân hàng Thương mại cổ phần Bắc Á
Mã chứng khoán:,BAB
Mã ISIN:,VN000000BAB0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 195/2017/GCNCP-VSD do VSD cấp ngày 12/10/2017, Số: 195/2017/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 01/10/2021"
Tổng số chứng khoán đăng ký:,753.135.500 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,7.531.355.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
