Keys,Values
Tên TCPH:,"
Công ty cổ phần Nông Nghiệp Hùng Hậu
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Nông Nghiệp Hùng Hậu
Mã chứng khoán:,SJ1
Mã ISIN:,VN000000SJ11
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 93/2006/GCNCP-CNTTLK do VSD cấp lần đầu ngày 27/12/2006; Số 93/2006/GCNCP-VSD-11 cấp thay đổi lần 11 ngày 11/08/2019
Tổng số chứng khoán đăng ký:,21.101.244 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,211.012.440.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
