Keys,Values
Tên TCPH:,"
CTCP Công nghệ Tiên Phong
"
Tên chứng khoán:,Cổ phiếu CTCP Công nghệ Tiên Phong
Mã chứng khoán:,ITD
Mã ISIN:,VN000000ITD1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 78/2009/GCNCP-VSD do VSD cấp lần đầu ngày 28/10/2009, số 78/2009/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 04/03/2022"
Tổng số chứng khoán đăng ký:,21.343.654 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,213.436.540.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
