Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn Đầu tư Thăng Long
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn Đầu tư Thăng Long
Mã chứng khoán:,TIG
Mã ISIN:,VN000000TIG4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 235/2010/GCNCP-VSD do VSD cấp lần đầu ngày 29/09/2010, Số 235/2010/GCNCP-VSD-11 cấp thay đổi lần thứ 11 ngày 06/06/2022"
Tổng số chứng khoán đăng ký:,160.006.834 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.600.068.340.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
