Keys,Values
Tên TCPH:,"
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam
"
Tên chứng khoán:,Trái phiếu dài hạn Ngân hàng TMCP Đầu tư và Phát triển Việt Nam đợt 1/2009
Mã chứng khoán:,BID10904
Mã ISIN:,VN0BID109040
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,13/2010/GCNTP-VSD
Tổng số chứng khoán đăng ký:,13.620.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,1.362.000.000.000 đồng
Hình thức phát hành:,
Lãi suất:,10.5%/năm
Cách thức trả lãi:,"Trả trước, định kỳ hàng năm"
Kỳ hạn:,10 năm
Ngày phát hành:,31/07/2009
Ngày đáo hạn:,01/08/2019
Nơi quản lý tại VSD:,Trụ sở chính
