Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư và Khoáng sản FLC STONE
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư và Khoáng sản FLC STONE
Mã chứng khoán:,AMD
Mã ISIN:,VN000000AMD3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 43/2014/GCNCP-VSD do VSD cấp ngày 12/06/2014, Số 43/2014/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 02/07/2019"
Tổng số chứng khoán đăng ký:,163.504.874 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.635.048.740.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
