Keys,Values
Tên TCPH:,"
Công ty cổ phần Bóng đèn Phích nước Rạng Đông
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần bóng đèn phích nước Rạng Đông
Mã chứng khoán:,RAL
Mã ISIN:,VN000000RAL5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 45/2006/GCNCP-CNVSD do VSD cấp lần đầu ngày 24/11/2006. số 45/2006/GCNCP-VSD-3 do VSD cấp thay đổi lần 3 ngày 17/05/2022
Tổng số chứng khoán đăng ký:,22.947.419 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,229.474.190.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
