Keys,Values
Tên TCPH:,"
Công ty cổ phần VIMECO
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần VIMECO
Mã chứng khoán:,VMC
Mã ISIN:,VN000000VMC1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 20/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 05/12/2006, Số 20/2006/GCNCP-VSD-4 cấp thay đổi lần 4 ngày 22/11/2018"
Tổng số chứng khoán đăng ký:,20.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,200.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
