Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư MST
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư MST
Mã chứng khoán:,MST
Mã ISIN:,VN000000MST1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 17/2016/GCNCP-VSD do VSD cấp lần đầu ngày 09/03/2016, Số 17/2016/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 06/01/2021"
Tổng số chứng khoán đăng ký:,68.140.691 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,681.406.910.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
