Keys,Values
Tên TCPH:,"
Công ty cổ phần Thuỷ điện Nậm Mu
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Thuỷ điện Nậm Mu
Mã chứng khoán:,HJS
Mã ISIN:,VN000000HJS2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 36/2006/GCNCP-TTLK do VSD cấp lần đầu ngày 13/12/2006, Số 36/2006/GCNCP-VSD-3 cấp thay đổi lần 3 ngày 20/01/2016"
Tổng số chứng khoán đăng ký:,20.999.900 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,209.999.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
