Keys,Values
Tên TCPH:,"
Ngân hàng Thương mại cổ phần Kỹ thương Việt Nam
"
Tên chứng khoán:,Cổ phiếu Ngân hàng Thương mại cổ phần Kỹ thương Việt Nam
Mã chứng khoán:,TCB
Mã ISIN:,VN000000TCB8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 188/2016/GCNCP-VSD do VSD cấp lần đầu ngày 12/12/2016, số 188/2016/GCNCP-VSD-6 cấp thay đổi lần 6 ngày 21/10/2021"
Tổng số chứng khoán đăng ký:,3.510.914.798 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,35.109.147.980.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
