Keys,Values
Tên TCPH:,"
Công ty cổ phần Khai Khoáng và Cơ khí Hữu Nghị Vĩnh Sinh
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Khai Khoáng và Cơ khí Hữu Nghị Vĩnh Sinh
Mã chứng khoán:,MAX
Mã ISIN:,VN000000MAX1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,số 191/2010/GCNCP-VSD do VSD cấp ngày 06/08/2010
Tổng số chứng khoán đăng ký:,7.200.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,72.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
