Keys,Values
Tên TCPH:,"
Công ty CP kinh doanh và phát triển Bình Dương
"
Tên chứng khoán:,Cổ phiếu CTCP kinh doanh và phát triển Bình Dương
Mã chứng khoán:,TDC
Mã ISIN:,VN000000TDC4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,số 58/2010/GCNCP-CNVSD do TTLKCK Việt Nam cấp ngày 14/04/2010
Tổng số chứng khoán đăng ký:,100.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,1.000.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
