Keys,Values
Tên TCPH:,"
Tổng Công ty Tư vấn Thiết kế Dầu khí – Công ty cổ phần
"
Tên chứng khoán:,Cổ phiếu Tổng Công ty Tư vấn Thiết kế Dầu khí – Công ty cổ phần
Mã chứng khoán:,PVE
Mã ISIN:,VN000000PVE0
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 31/2007/GCNCP-VSD-4 do TTLKCK Việt Nam cấp lần đầu ngày 24/12/2007 và cấp thay đổi lần thứ 4 ngày  28/12/2011
Tổng số chứng khoán đăng ký:,25.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,250.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
