Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây dựng và Thiết kế số 1
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây dựng và Thiết kế số 1
Mã chứng khoán:,DCF
Mã ISIN:,VN000000DCF3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số 12/2014/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 25/02/2014; số 12/2014/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 22/03/2021
Tổng số chứng khoán đăng ký:,15.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,150.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
