Keys,Values
Tên TCPH:,"
CTCP Đầu tư Việt Việt Nhật
"
Tên chứng khoán:,Cổ phiếu CTCP Đầu tư Việt Việt Nhật
Mã chứng khoán:,VNH
Mã ISIN:,VN000000VNH8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 43/2010/GCNCP-CNVSD do TTLKCK Việt Nam cấp ngày 18/03/2010, Số 43/2010/GCNCP-VSD-1 cấp ngày 27/02/2019"
Tổng số chứng khoán đăng ký:,8.023.071 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,80.230.710.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
