Keys,Values
Tên TCPH:,"
Công ty cổ phần Ắc quy Tia Sáng
"
Tên chứng khoán:,Cổ phiếu CTCP Ắc quy Tia Sáng
Mã chứng khoán:,TSB
Mã ISIN:,VN000000TSB4
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"số 308/2010/GCNCP-VSD ngày 30/12/2010, số 308/2010/GCNCP-VSD- 1 cấp thay đổi lần thứ nhất ngày 10/04/2012"
Tổng số chứng khoán đăng ký:,6.745.480 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,67.454.800.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
