Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư PVR Hà Nội
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư PVR Hà Nội
Mã chứng khoán:,PVR
Mã ISIN:,VN000000PVR2
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,"Số 130/2010/GCNCP-VSD do VSD cấp lần đầu ngày 10/06/2010, Số 130/2010/GCNCP-VSD-2 cấp thay đổi lần 2 ngày 26/09/2018"
Tổng số chứng khoán đăng ký:,53.100.913 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,531.009.130.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
