Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Xây dựng Bình Chánh
"
Tên chứng khoán:,cổ phiếu CTCP Đầu tư Xây dựng Bình Chánh
Mã chứng khoán:,BCI
Mã ISIN:,VN000000BCI1
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"số 119/2008/GCNCP-CNVSD cấp lần đầu ngày 24/12/2008, số 119/2008/GCNCP-CNVSD-2 cấp thay đổi lần 2 ngày 30/6/2015"
Tổng số chứng khoán đăng ký:,86.720.144 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,867.201.440.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
