Keys,Values
Tên TCPH:,"
Công ty Cổ phần Gạch Ngói Nhị Hiệp
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Gạch Ngói Nhị Hiệp
Mã chứng khoán:,NHC
Mã ISIN:,VN000000NHC8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 384/2005/GCNCP-VSD-3 do VSD cấp lần đầu ngày 01/12/2005, cấp thay đổi lần 3 ngày 02/10/2014"
Tổng số chứng khoán đăng ký:,3.041.542 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.415.420.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
