Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư truyền hình
"
Tên chứng khoán:,Cổ phiếu CTCP Đầu tư truyền hình
Mã chứng khoán:,TVI
Mã ISIN:,VN000000TVI3
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,Đại chúng chưa niêm yết
Giấy chứng nhận ĐKCK:,Số 15/2013/GCNCP-VSD do TTLKCK Việt Nam cấp ngày 25/07/2013
Tổng số chứng khoán đăng ký:,31.158.679 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,311.586.790.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
