Keys,Values
Tên TCPH:,"
Công ty cổ phần Đầu tư Xây dựng Dầu khí IDICO
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Đầu tư Xây dựng Dầu khí IDICO
Mã chứng khoán:,ICN
Mã ISIN:,VN000000ICN6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,số 26/2015/GCNCP-VSD do VSD cấp lần đầu ngày 11/5/2015; số 26/2015/GCNCP-VSD-02 cấp thay đổi lần 02 ngày 25/08/2021
Tổng số chứng khoán đăng ký:,9.999.992 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,99.999.920.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
