Keys,Values
Tên TCPH:,"
Công ty cổ phần Thương mại Xuất nhập khẩu Thủ Đức
"
Tên chứng khoán:,Cổ phiếu CTCP Thương mại Xuất nhập khẩu Thủ Đức
Mã chứng khoán:,TMC
Mã ISIN:,VN000000TMC5
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,số 63/2006/GCNCP-VSD-6 do TTLKCK Việt Nam cấp lần đầu ngày 20/12/2006 và cấp thay đổi lần 6 ngày 24/04/2012
Tổng số chứng khoán đăng ký:,12.400.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,124.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Chi nhánh
