Keys,Values
Tên TCPH:,"
Công ty TNHH Khai thác Chế biến Khoáng sản Núi Pháo
"
Tên chứng khoán:,Trái phiếu NPM052024
Mã chứng khoán:,NPM11911
Mã ISIN:,VN0NPM119110
Loại chứng khoán:,Trái phiếu doanh nghiệp
Mệnh giá:,100.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số:  16/2020/GCNTP-VSD do VSD cấp ngày 01/07/2020
Tổng số chứng khoán đăng ký:,5.000.000 Trái phiếu
Tổng giá trị chứng khoán đăng ký:,500.000.000.000 đồng
Hình thức phát hành:,Phát hành riêng lẻ thông qua phương thức bảo lãnh phát hành trên cơ sở cố gắng tối đa theo quy định của Nghị định 163/2018/NĐ-CP ngày 04/12/2018 của Chính phủ.
Lãi suất:,"+ Đối với 02 kỳ tính lãi đầu tiên: Lãi suất cố định 10,2%/năm;
+ Đối với mỗi kỳ tính lãi sau 02 kỳ tính lãi đầu tiên: Lãi suất bằng lãi suất tham chiếu của kỳ tính lãi đó cộng 3,3%/năm. Trong đó, lãi suất tham chiếu đối với mỗi kỳ tính lãi sau 02 kỳ tính lãi đầu tiên là trung bình cộng của lãi suất tiền gửi áp dụng đối với các khoản tiền gửi tiết kiệm cá nhân với lãi trả sau bằng tiền Đồng kỳ hạn 12 tháng trả lãi sau (hoặc tương đương) do Ngân hàng TMCP Ngoại thương Việt Nam – Sở Giao dịch, Ngân hàng TMCP Công thương Việt Nam – Chi nhánh TP. Hà Nội, Ngân hàng Nông nghiệp & PTNN Việt Nam – Sở Giao dịch và Ngân hàng TMCP Đầu tư và Phát triển Việt Nam – Chi nhánh Sở Giao dịch 1 công bố vào ngày làm việc thứ 7 trước ngày đầu tiên của kỳ tính lãi đó."
Cách thức trả lãi:,Chuyển khoản
Kỳ hạn:,5 năm
Ngày phát hành:,27/05/2019
Ngày đáo hạn:,27/05/2024
Nơi quản lý tại VSD:,Trụ sở chính
