Keys,Values
Tên TCPH:,"
Công ty cổ phần Cấp nước Trà  Nóc - Ô Môn
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Cấp nước Trà Nóc - Ô Môn
Mã chứng khoán:,TOW
Mã ISIN:,VN000000TOW9
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 06/2018/GCNCP-VSD do VSD cấp lần đầu ngày 31/1/2018; Số: 06/2018/GCNCP-VSD-1 cấp thay đổi lần 01 ngày 27/04/2021
Tổng số chứng khoán đăng ký:,7.978.150 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,79.781.500.000 đồng
Hình thức đăng ký:,
Nơi quản lý tại VSD:,Chi nhánh
