Keys,Values
Tên TCPH:,"
Công ty cổ phần Vang Thăng Long
"
Tên chứng khoán:,Cổ phiếu Công ty Cổ phần Vang Thăng Long
Mã chứng khoán:,VTL
Mã ISIN:,VN000000VTL7
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,"Số 05/GCN/TTGDHN-LK do TTGDCK Hà Nội cấp ngày lần đầu 08/07/2005, Số 05/GCNCP-VSD-3 do VSD cấp thay đổi lần thứ ba ngày 03/12/2018"
Tổng số chứng khoán đăng ký:,5.059.992 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,50.599.920.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
