Keys,Values
Tên TCPH:,"
Công ty cổ phần HALCOM Việt Nam
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần HALCOM Việt Nam
Mã chứng khoán:,HID
Mã ISIN:,VN000000HID6
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HOSE
Giấy chứng nhận ĐKCK:,"Số 12/2016/GCNCP-VSD do VSD cấp lần đầu ngày 18/02/2016, Số 12/2016/GCNCP-VSD-5 cấp thay đổi lần 5 ngày 14/08/2019"
Tổng số chứng khoán đăng ký:,58.765.032 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,587.650.320.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
