Keys,Values
Tên TCPH:,"
Công ty cổ phần Xây lắp và Dịch vụ Sông Đà
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Xây lắp và Dịch vụ Sông Đà
Mã chứng khoán:,XLV
Mã ISIN:,VN000000XLV9
Loại chứng khoán:, Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,UpCOM
Giấy chứng nhận ĐKCK:,Số: 02/2018/GCNCP-VSD do VSD cấp ngày 15/01/2018
Tổng số chứng khoán đăng ký:,3.000.000 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,30.000.000.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
