Keys,Values
Tên TCPH:,"
Công ty cổ phần Tập đoàn COTANA
"
Tên chứng khoán:,Cổ phiếu Công ty cổ phần Tập đoàn COTANA
Mã chứng khoán:,CSC
Mã ISIN:,VN000000CSC8
Loại chứng khoán:,Cổ phiếu phổ thông
Mệnh giá:,10.000 đồng
Sàn giao dịch (*):,HNX
Giấy chứng nhận ĐKCK:,Số 73/2009/GCNCP-VSD do VSD cấp lần đầu ngày 20/10/2009; số 73/2009/GCNCP-VSD-7 do VSD cấp thay đổi lần thứ 7 ngày 21/07/2021
Tổng số chứng khoán đăng ký:,22.816.144 Cổ phiếu
Tổng giá trị chứng khoán đăng ký:,228.161.440.000 đồng
Hình thức đăng ký:,Ghi sổ
Nơi quản lý tại VSD:,Trụ sở chính
